stationID,nameTH,nameEN,areaTH,areaEN,stationType,lat,long,forecast,AQILast.date,AQILast.time,AQILast.PM25.color_id,AQILast.PM25.aqi,AQILast.PM25.value,AQILast.PM10.color_id,AQILast.PM10.aqi,AQILast.PM10.value,AQILast.O3.color_id,AQILast.O3.aqi,AQILast.O3.value,AQILast.CO.color_id,AQILast.CO.aqi,AQILast.CO.value,AQILast.NO2.color_id,AQILast.NO2.aqi,AQILast.NO2.value,AQILast.SO2.color_id,AQILast.SO2.aqi,AQILast.SO2.value,AQILast.AQI.color_id,AQILast.AQI.aqi,AQILast.AQI.param
119t,สวนสาธารณะธารา,Thara Public Park,"ต.ปากน้ำ อ.เมือง, กระบี่","Pak Nam Subdistrict, Mueang District, Krabi",GROUND,8.0506237,98.9180489,[],2026-09-05,02:00,1,10,6.1,0,-1,-1,1,5,7,1,8,1.40,1,1,3,1,1,2,1,10,PM25
02t,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,Bansomdejchaopraya Rajabhat University,"แขวงหิรัญรูจี เขตธนบุรี, กรุงเทพฯ","Hiran Ruchi, Khet Thon Buri, Bangkok",GROUND,13.732846,100.487662,[],2026-09-05,02:00,2,26,15.1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,2,26,PM25
03t,ริมถนนทางหลวงหมายเลข 3902 ,Highway NO.3902 km.13 +600,"ริมถนนกาญจนาภิเษก เขตบางขุนเทียน, กรุงเทพฯ","Kanchanaphisek Rd, Bang Khun Thian, Bangkok",GROUND,13.636514,100.414262,[],2026-09-04,17:00,2,33,18.1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-999,-1,2,33,PM25
05t,กรมอุตุนิยมวิทยาบางนา,Thai Meteorological Department ,"แขวงบางนา เขตบางนา, กรุงเทพฯ","Bang Na, Khet Bang Na, Bangkok",GROUND,13.666183,100.605742,[],2026-09-04,17:00,2,26,15.2,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,2,26,PM25
12t,โรงเรียนนนทรีวิทยา ,Nonsi Witthaya School,"แขวงช่องนนทรี เขตยานนาวา, กรุงเทพฯ","Chong Nonsi, Khet Yannawa, Bangkok",GROUND,13.70806667,100.5473333,[],2026-09-04,17:00,2,26,15.1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,2,26,PM25
50t,โรงพยาบาลจุฬาลงกรณ์,Chulalongkorn Hospital,"ริมถนนพระราม 4 เขตปทุมวัน, กรุงเทพฯ","Rama IV Rd. Khet Pathum Wan, Bangkok",GROUND,13.729852,100.536501,[],2026-09-05,02:00,2,34,18.6,0,-1,-1,0,-999,-1,0,-1,-1,0,-1,-1,0,-999,-1,2,34,PM25
52t,การไฟฟ้าย่อยธนบุรี ,Thonburi Power Sub-Station,"ริมถนนอินทรพิทักษ์ เขตธนบุรี, กรุงเทพฯ","Intarapitak Rd. Khet Thon Buri, Bangkok",GROUND,13.727622,100.486568,[],2026-09-05,02:00,2,31,17.1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,2,31,PM25
53t,สถานีตำรวจนครบาลโชคชัย ,Chokchai Police Station,"ริมถนนลาดพร้าว เขตวังทองหลาง, กรุงเทพฯ","Lat Phrao Rd. Khet Wang Thonglang, Bangkok",GROUND,13.7954248,100.5930298,[],2026-09-05,02:00,2,29,16.5,0,-1,-1,0,-999,-1,0,-1,-1,0,-1,-1,0,-999,-1,2,29,PM25
54t,การเคหะชุมชนดินแดง ,National Housing Authority Dindaeng,"ริมถนนดินแดง เขตดินแดง, กรุงเทพฯ","Din Daeng Rd. Khet Din Daeng, Bangkok",GROUND,13.76251667,100.5502,[],2026-09-04,17:00,2,34,18.2,0,-1,-1,0,-1,-1,1,0,0.00,0,-1,-1,0,-1,-1,2,34,PM25
59t,กรมประชาสัมพันธ์,The Government Public Relations Department ,"แขวงพญาไท เขตพญาไท, กรุงเทพฯ","Phaya Thai, Khet Phaya Thai, Bangkok",GROUND,13.783185,100.540489,[],2026-09-05,02:00,1,23,13.5,1,14,28,1,9,12,1,2,0.40,1,3,6,0,-999,-1,1,23,PM25
61t,โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี) ,Bodindecha Sing Singhaseni School,"แขวงพลับพลา เขตวังทองหลาง, กรุงเทพฯ","Pubpla, Khet Wang Thonglang, Bangkok",GROUND,13.769634,100.614567,[],2026-09-05,02:00,2,28,15.8,0,-1,-1,0,-1,-1,0,-999,-1,0,-1,-1,0,-1,-1,2,28,PM25
bkp100t,สำนักงานเขตบึงกุ่ม,"Bueng Kum District Office, Bangkok",แขวงคลองกุ่ม เขตบึงกุ่ม,"Khlong Kum, Bueng Kum, Bangkok",BKK,13.785212,100.669183,[],2026-09-05,02:00,1,18,10.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,18,PM25
bkp101t,สำนักงานเขตคลองสามวา,"Khlong Sam Wa District Office, Bangkok","เขตคลองสามวา, กรุงเทพฯ","Khlong Sam Wa, Bangkok",BKK,13.859911,100.704002,[],2026-09-05,02:00,1,25,14.8,1,15,29,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,25,PM25
bkp102t,สำนักงานเขตจอมทอง,"Chomthong District Office, Bangkok","เขตจอมทอง, กรุงเทพฯ","Chomthong, Bangkok",BKK,13.677757,100.483861,[],2026-09-05,02:00,1,21,12.8,2,30,56,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,30,PM10
bkp103t,สำนักงานเขตบางพลัด,"Bang Phlat District Office, Bangkok","ริมถนนจรัญสนิทวงศ์ เขตบางพลัด, กรุงเทพฯ","Charansanitwong Roadside, Bangkok",BKK,13.793965,100.504956,[],2026-09-05,02:00,2,29,16.3,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,29,PM25
bkp104t,สำนักงานเขตบางแค,"Bang Khae District Office, Bangkok","เขตบางแค, กรุงเทพฯ","Bang Khae, Bangkok",BKK,13.696314,100.409049,[],2026-09-05,02:00,1,22,13.3,1,18,35,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM25
bkp105t,สำนักงานเขตบางขุนเทียน,"Bang Khun Thian District Office, Bangkok","ริมถนนพระราม 2 เขตบางขุนเทียน, กรุงเทพฯ","RamaII Roadside,  Bang Khun Thian, Bangkok",BKK,13.659908,100.435902,[],2026-09-05,02:00,2,39,20.5,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,39,PM25
bkp114t,สวนลุมพินี ถนนพระราม 4 แขวงวังใหม่ เขตปทุมวัน,Lumpini park,สวนลุมพินี เขตปทุมวัน,"Lumpini park, Pathum Wan, Bangkok",BKK,13.732225,100.5448381,[],2026-09-05,02:00,1,18,10.9,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,18,PM25
bkp115t,สวนวชิรเบญจทัศ ถนนกำแพงเพชร 3 แขวงลาดยาว เขตจตุจักร,Wacchirabenchatat Park,สวนวชิรเบญจทัศ เขตจตุจักร,"Wacchirabenchatat Park, Chatuchak, Bangkok",BKK,13.8118516,100.5535825,[],2026-09-05,02:00,1,18,10.8,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,18,PM25
bkp116t,สวนจตุจักร ถนนพหลโยธิน แขวงจตุจักร เขตจตุจักร,Chatuchak Park,สวนจตุจักร เขตจตุจักร,"Chatuchak Park, Chatuchak, Bangkok",BKK,13.802546,100.5509191,[],2026-09-05,02:00,1,19,11.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,19,PM25
bkp117t,สวนหลวง ร.9 ถนนเฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ,Suan Luang Rama IX,สวนหลวง ร.9 เขตประเวศ,"Suan Luang Rama IX, Pravet, Bangkok",BKK,13.6881393,100.6579657,[],2026-09-05,02:00,1,18,10.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,18,PM25
bkp118t,สวน 60 พรรษาสมเด็จพระนางเจ้าพระบรมราชินีนาถ ถนนเคหะร่มเกล้า เขตลาดกระบัง,"60th Anniversary of Queen Sirikit Park ,Kheha Romklao Road, Lat Krabang, Bangkok",สวน 60 พรรษาสมเด็จพระนางเจ้าพระบรมราชินีนาถ เขตลาดกระบัง,"60th Anniversary of Queen Sirikit Park, Lat Krabang, Bangkok",BKK,13.7631141,100.7302101,[],2026-09-05,02:00,2,28,15.8,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,28,PM25
bkp119t,อุทยานเบญจสิริ,Benchasiri Park,อุทยานเบญจสิริ เขตคลองเตย,"Benchasiri Park, Klong Toei, Bangkok",BKK,13.7304916,100.5684634,[],2026-09-05,02:00,1,23,14.0,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,23,PM25
bkp120t,สวนรมณีย์ทุ่งสีกัน,Rommani Thungsikan Park,สวนรมณีย์ทุ่งสีกัน เขตดอนเมือง,"Rommani Thungsikan Park, Don Mueang, Bangkok",BKK,13.9288678,100.5684666,[],2026-09-05,02:00,1,23,13.9,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,23,PM25
bkp121t,สวนธนบุรีรมย์,Thonburirom Park,สวนธนบุรีรมย์ เขตทุ่งครุ,"Thonburirom Park, Thung Khru, Bangkok",BKK,13.6502295,100.4909771,[],2026-09-05,02:00,1,19,11.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,19,PM25
bkp122t,สวนเบญจกิติ,Benjakitti Park,สวนเบญจกิติ เขตคลองเตย,"Benjakitti Park, Khlong Toei, Bangkok",BKK,13.7328791,100.5600172,[],2026-09-05,02:00,1,20,11.8,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,20,PM25
bkp123t,สวนสมเด็จพระนางเจ้าสิริกิติ์ฯ,Queen Sirikit Park,สวนสมเด็จพระนางเจ้าสิริกิติ์ฯ เขตจตุจักร,"Queen Sirikit Park, Chatuchak, Bangkok",BKK,13.8055472,100.5488338,[],2026-09-05,02:00,1,19,11.5,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,19,PM25
bkp124t,สวนเฉลิมพระเกียรติ 80 พรรษา,80th Anniversary Commemoration Park,สวนเฉลิมพระเกียรติ 80 พรรษา เขตบางกอกน้อย,"80th Anniversary Commemoration Park, Bangkok Noi, Bangkok",BKK,13.7716446,100.4681128,[],2026-09-05,02:00,2,32,17.5,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,32,PM25
bkp125t,สวนเสรีไทย,Serithai Park,สวนเสรีไทย เขตบึงกุ่ม,"Serithai Park, Bueng Kum, Bangkok",BKK,13.7855673,100.6733359,[],2026-09-05,02:00,2,30,16.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,30,PM25
bkp126t,สวนบางแคภิรมย์,Bang Khae Phirom Park,สวนบางแคภิรมย์ เขตบางแค,"Bang Khae Phirom Park, Bang Khae, Bangkok",BKK,13.6863478,100.3844036,[],2026-09-05,02:00,1,24,14.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,24,PM25
bkp127t,สวนทวีวนารมย์,Thawee Wanarom Park,สวนทวีวนารมย์ เขตทวีวัฒนา,"Thawee Wanarom Park, Thawi Watthana, Bangkok",BKK,13.7435329,100.3526893,[],2026-09-05,02:00,2,42,21.7,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,42,PM25
bkp128t,สวนพระนคร,Phra Nakhon Park,สวนพระนคร เขตลาดกระบัง,"Phra Nakhon Park, Lat Krabang, Bangkok",BKK,13.7201042,100.7807077,[],2026-09-05,02:00,1,21,12.7,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,21,PM25
bkp129t,สวนหนองจอก,Nong Chok Park,สวนหนองจอก เขตหนองจอก,"Nong Chok Park, Nong Chok, Bangkok",BKK,13.855656,100.8585539,[],2026-09-05,02:00,1,21,12.3,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,21,PM25
bkp130t,สวนกีฬารามอินทรา,Ramintra Sports Park,สวนกีฬารามอินทรา เขตบางเขน,"Ramintra Sports Park, Bang Khen, Bangkok",BKK,13.8778763,100.6207085,[],2026-09-05,02:00,1,17,10.1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,17,PM25
bkp131t,สวนสาธารณะเฉลิมพระเกียรติ 6 รอบพระชนมพรรษา,Public Park to commemorate the sixth anniversary of His Majesty the King,สวนสาธารณะเฉลิมพระเกียรติ 6 รอบพระชนมพรรษา เขตบางคอแหลม,"Public Park to commemorate the sixth anniversary of His Majesty the King, Bang Kho Laem, Bangkok",BKK,13.685524189587932,100.51830028147444,[],2026-09-05,02:00,1,22,12.9,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM25
bkp133t,สวนหลวงพระราม 8,Rama VIII Park,สวนหลวงพระราม 8 เขตบางพลัด,"Rama VIII Park, Bang Plad, Bangkok",BKK,13.7693437,100.4945337,[],2026-09-05,02:00,1,22,12.9,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM25
bkp56t,สำนักงานเขตดินแดง กรุงเทพฯ,"Din Dang, Bangkok","ริมถนนวิภาวดีรังสิต, เขตดินแดง, กรุงเทพฯ","Din Dang, Bangkok",BKK,13.7619223,100.558606,[],2026-09-05,02:00,2,28,16.0,2,33,59,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,33,PM10
bkp57t,สำนักงานเขตพระโขนง กรุงเทพฯ,"Phra Kanong District Office,  Bangkok","ริมถนนสุขุมวิท เขตพระโขนง, กรุงเทพฯ","Phra Kanong, Bangkok",BKK,13.691511,100.61457,[],2026-09-05,02:00,2,28,16.1,1,25,50,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,28,PM25
bkp58t,สำนักงานเขตราษฎร์บูรณะ กรุงเทพฯ,"Rat Burana District Office,  Bangkok","ริมถนนราษฎร์บูรณะ, เขตราษฎร์บูรณะ, กรุงเทพฯ","Rat Burana, Bangkok",BKK,13.6821364,100.5060513,[],2026-09-05,02:00,2,42,21.9,2,38,66,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,42,PM25
bkp59t,สำนักงานเขตราชเทวี กรุงเทพฯ,"Ratchathewi District Office, Bangkok","ริมถนนพญาไท เขตราชเทวี, กรุงเทพฯ","Phayathai Roadside, Ratchathewi, Bangkok",BKK,13.7590851,100.5345788,[],2026-09-05,02:00,2,36,19.2,1,25,49,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,36,PM25
bkp60t,ริมสวนหย่อมตรงข้ามสำนักงานเขตดุสิต,"Dusit District Office, Bangkok","ริมถนนพระราม 5 เขตดุสิต, กรุงเทพฯ","RamaV Roadside, Dusit, Bangkok",BKK,13.776664,100.520982,[],2026-09-05,02:00,1,19,11.2,1,22,43,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM10
bkp61t,สำนักงานคณะกรรมการพัฒนาเศรษฐกิจและสังคมแห่งชาติ,National Economic and Social Development Council Office,"ริมถนนกรุงเกษม เขตป้อมปราบศัตรูพ่าย, กรุงเทพฯ","Krung Kasem Roadside, Pom Prap Sattru Phai, Bangkok",BKK,13.756281,100.514267,[],2026-09-05,02:00,1,21,12.5,1,15,30,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,21,PM25
bkp62t,วงเวียนโอเดียน,Odeon Circus,"ริมถนนตรีมิตร วงเวียนโอเดียน์ เขตสัมพันธวงศ์, กรุงเทพฯ","TheeMitr Roadside, Samphanthawong, Bangkok",BKK,13.737136,100.512734,[],2026-09-05,02:00,2,44,22.4,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,44,PM25
bkp63t,แฟลตทหารบก สามเสน,Army Apartment Sam Sen,"ริมถนนพระราม 6 เขตพญาไท, กรุงเทพฯ","RamaVI Roadside, Phaya Thai, Bangkok",BKK,13.783554,100.5344645,[],2026-09-05,02:00,2,29,16.3,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,29,PM25
bkp64t,สำนักงานเขตวังทองหลาง,"Wang Thonglang District Office, Bangkok","ริมถนนลาดพร้าว ซอยลาดพร้าว 95 เขตวังทองหลาง, กรุงเทพฯ","Lat Phrao Rd Soi 95, Wang Thonglang, Bangkok",BKK,13.778981,100.622294,[],2026-09-05,02:00,2,42,21.9,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,42,PM25
bkp65t,สามย่านมิตรทาวน์,Samyan Mitrtown,"ริมถนนพระรามที่ 4 หน้าสามย่านมิตรทาวน์ เขตปทุมวัน, กรุงเทพฯ","RamaIV Roadside, Pathum Wan, Bangkok",BKK,13.733136,100.52829,[],2026-09-05,02:00,2,38,19.9,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,38,PM25
bkp66t,ลานบางรักเลิฟลี่ พลาซ่า,Bangrak Lovely Plaza,"ริมถนนนราธิวาส เขตบางรัก, กรุงเทพฯ","Narathiwat Roadside, Bang Rak, Bangkok",BKK,13.726136,100.528055,[],2026-09-05,02:00,2,39,20.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,39,PM25
bkp67t,สำนักงานเขตสาทร,"Sathon District Office, Bangkok","แขวงทุ่งวัดดอน เขตสาทร, กรุงเทพฯ","Thung Wat Don, Sathon, Bangkok",BKK,13.707763,100.526787,[],2026-09-05,02:00,2,41,21.4,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,41,PM25
bkp69t,ธนาคารกรุงศรีอยุธยา สำนักงานใหญ่,"Bank of Ayuthaya Head Office Yan Nawa, Bangkok","ริมถนนพระราม 3 เขตยานนาวา, กรุงเทพฯ","RamaIII Roadside, Yan Nawa, Bangkok",BKK,13.679226,100.54687,[],2026-09-05,02:00,2,29,16.4,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,29,PM25
bkp70t,ริมถนนซอยสุขุมวิท 63,"Soi Sukhumwit 63 Roadside Wattana, Bangkok","ริมถนนซอยสุขุมวิท 63 เขตวัฒนา, กรุงเทพฯ","Soi Sukhumwit 63 Roadside, Wattana, Bangkok",BKK,13.722096,100.584559,[],2026-09-05,02:00,1,19,11.6,1,21,41,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,21,PM10
bkp71t,สำนักงานเขตสวนหลวง,"Suan Luang District Office, Bangkok","ริมถนนพัฒนาการ เขตสวนหลวง, กรุงเทพฯ","Suan Luang, Bangkok",BKK,13.731051,100.651705,[],2026-09-05,02:00,1,20,12.0,1,19,38,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,20,PM25
bkp72t,บิ๊กซี ซุปเปอร์เซ็นเตอร์ บางนา,Big C Supercenter Bang Na,"ริมถนนบางนา-ตราด เขตบางนา, กรุงเทพฯ","Bang Na-Trat Roadside, Bang na, Bangkok",BKK,13.667987,100.635313,[],2026-09-05,02:00,3,52,25.4,2,33,59,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,3,52,PM25
bkp73t,มหาวิทยาลัยเกษตรศาสตร์,Kasertsart University,"ริมถนนพหลโยธิน แยก ม.เกษตรศาสตร์ เขตจตุจักร, กรุงเทพฯ","Kasertsart Intersection, Chatuchak, Bangkok",BKK,13.839923,100.575632,[],2026-09-05,02:00,1,22,13.1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM25
bkp74t,สำนักงานเขตดอนเมือง,"Don Mueng District Office, Bangkok","เขตดอนเมือง, กรุงเทพฯ","Don Mueng, Bangkok",BKK,13.910986,100.594877,[],2026-09-05,02:00,1,18,10.7,1,15,29,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,18,PM25
bkp75t,สำนักงานเขตสายไหม,"Sai Mai District Office, Bangkok","ริมถนนสุขาภิบาล5 เขตสายไหม, กรุงเทพฯ","Sukhaphiban 5 Roadside, Sai Mai, Bangkok",BKK,13.896035,100.660628,[],2026-09-05,02:00,1,24,14.5,1,20,39,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,24,PM25
bkp76t,สำนักงานเขตบางกะปิ,"Bang Kapi District Office, Bangkok","ริมถนนนวมินทร์ แยกบางกะปิ เขตบางกะปิ, กรุงเทพฯ","Navamin Roadside, Bang Kapi, Bangkok",BKK,13.766478,100.647785,[],2026-09-05,02:00,1,19,11.6,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,19,PM25
bkp77t,แยกสวนสยาม-รามอินทรา,Suan Sayam-Ram Intra Intersection,"แยกสวนสยาม-รามอินทรา เขตคันนายาว, กรุงเทพฯ","Suan Sayam-Ram Intra Intersection Khan Na Yao, Bangkok",BKK,13.813844,100.686594,[],2026-09-05,02:00,1,20,12.0,1,17,34,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,20,PM25
bkp78t,โรงพยาบาลลาดกระบัง,Lat Krabang Hospital,"ริมถนนลาดกระบัง เขตลาดกระบัง, กรุงเทพฯ","Lat Krabang Roadside, Lat Krabang, Bangkok",BKK,13.72205,100.784069,[],2026-09-05,02:00,3,54,25.8,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,3,54,PM25
bkp79t,สวนเฉลิมพระเกียรติ ร.9,"Chaloem Phrakiat Rama 9 Park Min buri, Bangkok","ริมถนนสีหบุรานุกิจ เขตมีนบุรี, กรุงเทพฯ","Sihaburanukit Roadside, Meenburi, Bangkok",BKK,13.813578,100.73208,[],2026-09-05,02:00,2,32,17.6,1,21,42,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,32,PM25
bkp80t,สำนักงานเขตหนองจอก,"Nong Chok District Office, Bangkok","ริมถนนเลียบวารี เขตหนองจอก, กรุงเทพฯ","Liap Wari Roadsire, Nong Chok, Bangkok",BKK,13.855362,100.86267,[],2026-09-05,02:00,2,31,17.2,2,47,76,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,47,PM10
bkp81t,ซีคอน สแควร์,Seacon Square,"ริมถนนศรีนครินทร์ เขตประเวศ, กรุงเทพฯ","Srinakarin Roadside, Prawet, Bangkok",BKK,13.695561,100.647615,[],2026-09-05,02:00,2,40,20.8,2,42,70,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,42,PM10
bkp82t,แยกมไหศวรรย์,Mahaisawan Intersection,"ริมถนนรัชดาภิเษก-ท่าพระ เขตธนบุรี, กรุงเทพฯ","Ratchadaphisek Roadside, Thon Buri, Bangkok",BKK,13.70515,100.48465,[],2026-09-05,02:00,2,28,16.0,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,28,PM25
bkp83t,ห้องสมุดใต้สะพานสมเด็จพระเจ้าตากสิน,Library under King Taksin Bridge,"ริมถนนเจริญนคร เขตคลองสาน, กรุงเทพฯ","Charoen Nakorn Roadside, Klong San, Bangkok",BKK,13.719705,100.508782,[],2026-09-05,02:00,1,22,13.0,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM25
bkp84t,สี่แยกท่าพระ,Tha phra Intersection,"ริมถนนแยกท่าพระ เขตบางกอกใหญ่, กรุงเทพฯ","Tha phra Intersection, Bangkok Yai, Bangkok",BKK,13.729431,100.474373,[],2026-09-05,02:00,2,36,19.3,1,25,50,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,36,PM25
bkp85t,สถานีตำรวจรถไฟบางกอกน้อย,Bangkok Noi Train Police Station,"ริมถนนซอยนิคมบ้านพักรถไฟธนบุรี 5 เขตบางกอกน้อย, กรุงเทพฯ","Soi Nikhom Banphak Rodfai Thonburi5, Bangkok Noi, Bangkok",BKK,13.759619,100.481137,[],2026-09-05,02:00,2,31,17.1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,31,PM25
bkp86t,ถนนพุทธมณฑลสาย 1 ตัดกับถนนบรมราชชนนี,Phutthamonthon 1 - Borommaratchachonnani Intersection,"ริมถนนพุทธมณฑล 1 เขตตลิ่งชัน, กรุงเทพฯ","Phutthamonthon 1 Roadside, Taling Chan, Bangkok",BKK,13.780778,100.426727,[],2026-09-05,02:00,2,27,15.7,1,18,35,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,27,PM25
bkp87t,ตลาดธนบุรีสนามหลวง 2,Thon Buri Market Sanam Luang 2,"ริมถนนคลองทวีวัฒนา เขตทวีวัฒนา, กรุงเทพฯ","Klong Thawi Watthana Roadside, Thawi Watthana, Bangkok",BKK,13.746257,100.355099,[],2026-09-05,02:00,1,21,12.4,1,16,31,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,21,PM25
bkp88t,มหาวิทยาลัยสยาม,Siam University,"ริมถนนเพชรเกษม เขตภาษีเจริญ, กรุงเทพฯ","Petchkasem Roadside, Phasi Charoen, Bangkok",BKK,13.718689,100.45391,[],2026-09-05,02:00,2,41,21.1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,41,PM25
bkp89t,"ริมถนนมาเจริญ เพชรเกษม 8, เขตหนองแขม","Ma Charean Roadside, Petcha Kasem 8, Nong Khaem","ริมถนนมาเจริญ เพชรเกษม 81 เขตหนองแขม, กรุงเทพฯ","Ma Charean Roadside Nong Khaem, Bangkok",BKK,13.705582,100.343164,[],2026-09-05,02:00,2,47,23.9,2,37,64,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,47,PM25
bkp90t,ตลาดบางบอน 5,Bang Bon 5 Market,"ริมถนนเอกชัย เขตบางบอน, กรุงเทพฯ","Ekkachai Roadside, Bang Bon, Bangkok",BKK,13.639165,100.372958,[],2026-09-05,02:00,2,31,17.3,2,29,55,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,31,PM25
bkp91t,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut's University of Technology Thonburi ,"ริมถนนประชาอุทิศ เขตทุ่งครุ, กรุงเทพฯ","Pracha Uthit Roadside, Thung Khru, Bangkok",BKK,13.651004,100.496673,[],2026-09-05,02:00,1,20,12.1,1,22,43,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,22,PM10
bkp92t,สำนักงานเขตพระนคร,"Phra Nakhon District Office, Bangkok","ริมถนนสามเสน เขตพระนคร, กรุงเทพฯ","Samsen Roadside, Phra Nakhon, Bangkok",BKK,13.76415,100.499077,[],2026-09-05,02:00,2,36,19.1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,2,36,PM25
bkp93t,สำนักงานเขตห้วยขวาง,"Huai Khwang District Office, Bangkok","เขตห้วยขวาง, กรุงเทพฯ","Huai Khwang, Bangkok",BKK,13.77682,100.579543,[],2026-09-05,02:00,1,18,10.5,1,18,35,0,-999,-1,0,-999,-1,0,-999,-1,0,-999,-1,1,18,PM25
